Player_id,Short_name,Player_position,Nationality_id,Club_team_id,Overall
259426,A. Al Ghamdi,"LM, RM, LW",183,607,65
71795,R. Troya,"CDM, RB, CM",57,114581,59
74626,B. Durdov,"RW, RM",10,263,64
70275,J. Stokes,"CAM, LM, ST",14,1919,64
222598,Nélson Monte,"CB, RB",38,1861,70
233865,R. Hale,"ST, RM",35,,64
235405,D. O'Shea,"CB, RB",25,94,75
243088,Zhong Yihao,"LM, LB, LW",155,111779,58
79252,D. Gallapeni,"LB, LM",219,301,64
260004,C. Talbot,"RB, LB, LM",195,114604,62
229045,A. Kanté,ST,116,111276,65
272313,M. Puig,"RM, CM, CDM, RW",52,113044,63
195262,A. Grimaldi,ST,21,171,68
211143,J. Ironside,ST,14,15048,62
273122,A. Watts,"RB, RM, CM, RW",95,113018,64
190180,R. McGowan,"CB, CDM, CM",195,621,66
274923,N. Pallas,"LB, LM",17,920,62
71151,C. Tsawa,"CM, CDM, CAM",47,894,62
277751,A. Skogmar,"RB, CM, CDM, RM",46,320,61
261116,Roh Kyung Ho,"CM, CAM, CDM",167,112558,61
253441,A. Heggebø,"ST, CM, CAM",36,109,68
215817,D. Islamović,"ST, CAM",15,298,68
223243,E. Aguilera,CB,52,111710,71
273681,A. Piedrahita,"RM, LM, RW",56,101084,68
270867,A. Mazilu,"RW, LW, RM",39,100757,66
70680,L. Gómez,"LM, CM, LW",52,111019,61
240921,R. Hernández,"LB, CB, RB, LM",61,112885,67
266794,T. Altıkardeş,"CB, CDM, RB",48,101026,67
239661,I. Young,"RW, LW, RM",95,159,66
234037,R. Piris da Motta,"CDM, CB, CM",58,112716,69
248123,F. Tomi,"RM, ST, RW",18,58,64
258364,Ș. Bodișteanu,"LM, LW",33,110752,66
263509,K. Matuszewski,"LM, LB",37,111083,63
254807,K. Baah,"RM, RW, ST",21,1795,68
202849,J. Vestergaard,CB,13,95,74
71786,S. Villamil,"CM, CDM",53,132375,62
277356,M. Diop,"CM, CDM",136,294,64
254064,J. Herrera,"CM, CDM, RM",53,131795,65
233329,M. Villanueva,CB,61,113057,71
240499,E. Marković,"RW, LW, RM",36,110206,66
264823,A. Al Ayeri,"RB, CM, RM",183,131798,65
230520,Sevinho Santos,"ST, CAM",54,111052,69
260485,Jeong Sang Bin,"ST, CAM, RW",167,113018,66
266886,L. Tolaj,"ST, CAM, CM",47,1929,65
271755,Kike Salas,"CB, LB",45,481,75
78990,Tiago Manso,"RB, CB, RM",38,112516,68
234138,B. Mazikou,LB,107,324,69
259750,I. Matanović,ST,10,25,71
234158,A. Gory,"ST, RM, LM, CAM",18,111817,69
213938,D. Biraschi,CB,27,111657,68
72136,D. Durand,"LM, ST, LW",18,111273,67
231125,Liberto Beltrán,"LM, LW",45,110839,68
265689,Y. Diaby,"LM, ST, RM, LW",118,1805,65
277525,O. Priestman,"CM, CDM",195,83,63
74018,B. Pavić,"CDM, CM",10,211,64
70953,A. Roaldsøy,"CM, CAM",36,1756,62
271689,P. Mboup,"LM, RM, ST, LW",136,378,69
250954,C. Richards,CB,95,1799,77
266848,O. Ngom,"CM, CDM",127,718,64
75112,C. Piper,"RB, CB, RM",198,111766,61
270957,Andrezinho,"RW, LW, CAM, RM",38,110072,68
182409,Zhang Chengdong,"CB, RB, CM",155,131488,57
81291,I. Ouédraogo,"CDM, CM",101,272,64
241037,J. Roles,"CM, CAM, RB",11,110890,60
213917,Fábio Cardoso,CB,38,481,75
259500,B. Calderara,"LM, LB",52,110396,66
266686,N. Buck,"CM, CDM, RM, CAM",14,111928,65
272832,S. Kozuki,"RM, LM, RW",163,110645,66
278986,T. Iorpenda,"CM, CDM",14,1937,60
253386,J. Flint,CB,14,110890,64
207828,C. Stockton,ST,14,113926,63
210394,J. Ikoko,"RB, RM",110,100757,64
80352,J. van den Berg,"CM, CAM",34,247,60
276706,A. Vergara,"RW, RM, CAM",27,48,65
238563,D. Wiebe,"CDM, CM, CAM",21,1826,66
73199,Carlos Puga,"RB, RM",45,573,68
247286,S. Hostikka,"LM, RM, CAM, LW",17,100325,66
264440,Guille Bueno,"LB, LM",45,462,68
72954,D. Hrncar,"RB, RM",43,537,67
76299,T. Trummer,"RB, LB, RM",4,191,62
263193,E. Bitshiabu,CB,18,112172,75
276249,L. Bayliss,"CAM, CM, RM",198,111398,62
276256,M. Diakhon,"RM, RW, LM",18,231,66
275244,I. Samuels-Smith,"LB, CB, LM",14,1960,68
79691,N. Lominadze,"CM, CDM",20,10020,63
260683,B. Allgeier,"RM, RB, CB",21,485,66
242264,M. Imperiale,CB,27,112493,67
236388,J. Garrick,"LM, ST, LW",82,423,63
265576,L. Querfeld,CB,4,1831,75
257128,C. Gilligan,"CM, CDM, RM",25,15015,60
258925,Clau Mendes,"ST, RM, LM",119,114510,64
246126,C. Mola,"LB, CB",14,1962,64
191648,M. Yoshida,CB,163,697,70
74913,Wesley,"LW, LM",54,112139,71
242600,N. Strunck,CM,13,1523,62
79274,Cláudio Braga,"ST, RW, LW",38,80,68
259266,S. Zaidan,"CM, CDM",183,113037,60
78550,Rego,"CDM, CM",45,448,65
236248,B. Woodburn,"CAM, CM, ST",50,113926,63
243959,L. Schneider,CB,21,159,66
225536,R. Corlu,"CAM, CM",13,113459,65
265731,Suleiman Camara,"LM, RM, LW",45,456,66
215051,L. López,CB,52,111022,71
270864,N. Nsingi,ST,7,100087,66
266257,E. İlkhan,CM,48,54,63
75285,E. Mereles,"LW, LM",60,111325,65
266010,G. de Regt,"LM, RM, LW",34,1971,65
277029,Miguel Román,CM,45,450,68
251686,D. Fernández,CB,52,111710,71
267825,Tiago Orobó,ST,54,1477,67
74295,A. Batagov,CB,49,436,73
230458,Bernard Alemão,"CDM, CM",54,111052,65
239686,A. Barylla,"CB, RB, RM",21,506,63
70477,D. Tabibou,"CM, CAM",18,71,64
247120,R. Margaret,"LM, ST, RM, LW",92,100632,67
75347,S. Esquivel,"CDM, CM",52,110404,64
242515,W. Ali,"ST, RW",13,687,67
272982,C. Rasmussen,"RW, ST, RM",13,110636,66
262744,M. Bouldini,ST,129,110832,66
278105,M. Mothersille,"LM, CAM, ST, LW",82,1931,65
240473,T. Wilson,"LB, RB, LM",25,834,62
263514,A. Kamara,"CM, CDM",118,523,62
262748,A. Segečić,"LM, CAM, ST, LW",195,1790,65
238965,O. Kiomourtzoglou,"CDM, CM, CB",21,492,65
253568,L. Campana,ST,57,691,72
215689,A. Petagna,ST,27,111811,69
200588,Hong Jeong Ho,CB,167,1477,68
171923,S. Foley,"CB, CDM, CM",25,381,61
258456,L. Giaccone,"RM, LM, RW",52,111019,71
70297,N. Mikić,"RB, RM",10,211,62
258969,C. Jones,"CDM, CM",50,180,61
216730,S. Gregersen,CB,36,112885,70
262045,W. Mikelbrencis,"RB, RM",18,28,67
262573,S. Gavriel,"RW, LW, RM",11,15005,69
265645,K. Abrefa,"RB, LB, LM",117,1793,64
246450,K. Cabral,"RM, ST, LM, RW",18,111273,65
72627,A. Dorobanțu,"RB, RM",39,131459,62
259252,E. Ramírez,ST,61,101047,66
276917,A. Arena,"CAM, RM, CM",27,112493,66
275901,Z. Mitrov,"LM, LW, RM",39,110752,65
267476,T. Adaramola,"LB, LM",25,1958,63
272596,B. Tahirović,"CDM, CM",8,269,67
237022,Víctor Narro,"RM, LM, LW, RW",45,1837,68
233444,M. Mehnert,"RW, ST, RM",36,922,64
257253,B. Thomas,CB,14,1800,71
260078,L. Rosenlöcher,"LB, LM",21,111239,65
263421,L. Coulibaly,"RM, RW",108,57,68
232963,T. Kanamori,"RM, ST, LM, RW",163,112224,63
259091,C. Barrett,"RB, RM",14,1803,64
266260,J. Suzuki,"CB, CDM",163,819,66
265799,M. Olesen,"CM, CDM",31,165,66
70984,H. Mills,LB,14,1938,60
261457,B. Willumsson,"ST, CAM",24,1915,66
276823,R. Popescu,"CAM, LM, LW, CM",39,100759,61
277593,S. Kuzmić,"RB, LB, RM",44,1443,65
259422,Nico Serrano,"LM, RM, LW",45,448,70
255839,J. Antiste,"ST, CAM",18,254,70
275056,S. Alioum,"LW, RW, LM",103,319,66
228729,B. Valdez,"CB, RB",58,112716,69
216453,L. Shephard,"RB, CB",50,112254,60
244109,M. Krauß,"RM, LM, CAM, RW",21,27,67
206485,R. Camacho,CB,18,687,69
243613,O. Bailey,"CDM, CM, CB",14,142,65
221605,A. Jeremejeff,ST,46,1884,71
265658,E. King,"CDM, CM",50,1961,63
244154,S. Mailat,"LM, LW, CAM",39,110752,69
243398,C. Braun,"RB, LB, RM",21,310,64
73927,Marcelo,"CDM, CM",45,10846,61
269512,K. Daněk,"CAM, RM, CM",12,252,70
251594,P. Therkildsen,"RB, LB, RM",13,301,66
277976,Miguel Silva,"LB, LM",38,110751,66
250850,A. Hagelskjær,CB,13,1933,67
241646,D. Butterworth,"CAM, ST, CM",14,1934,61
76274,N. Goguadze,"ST, RW, LW",34,487,63
230386,Césario Limberg,CB,54,598,70
233978,Vitor Marlão,"LB, CB, LM",54,111052,70
279808,S. Mito,"RM, LM, RW",163,100646,68
221955,J. Torres,ST,52,112716,72
252434,M. Mawa,ST,36,1756,65
246549,M. Siby,"CM, CDM",126,320,62
276252,M. Farji,"LW, CM, RW, LM",162,922,66
261927,Xie Wenneng,"RM, LM, RW",155,111724,65
240168,J. Arias,ST,60,111328,68
76604,I. Petryak,"LW, LM, RM",49,101059,65
275019,E. Diop,"LM, LW",18,1750,66
269913,K. Vargas,"LM, RM, LW",56,114640,68
242265,M. Obafemi,ST,25,160,67
268894,T. Sparrow,"RM, RW, CM",50,83,61
79458,M. Urinboev,"RW, CAM, RM",191,230,63
272490,L. Costa,"CB, RB, RM",60,111020,67
239731,M. Ambrosiewicz,"CDM, CM, CB",37,112510,64
247667,Kim Tae Hwan,"RB, RM",167,2055,62
270203,Yago Cariello,ST,54,112163,66
70017,G. Yassine,"RM, LM, RW",18,111276,65
73359,A. Portillo,"RM, RB, RW",52,111713,62
211345,P. Azogue,"CDM, CM",53,112667,65
270995,N. Sattlberger,"CDM, CM",4,673,70
271252,S. Ebonog,CM,18,1738,65
73621,H. Zwoźny,"RM, RB",37,111083,64
245404,S. Tiffoney,"ST, LW, LM, CAM",42,82,63
73896,C. Kporha,"RB, RM",14,1799,62
224685,Zhang Xiaobin,"CM, CDM, CB",155,131487,62
235194,G. Vrioni,ST,1,111139,68
251325,M. Meyerhöfer,"RB, RM, CB, RW",21,531,69
72384,L. Jurak,"CM, CAM",10,263,62
247754,G. Stensness,"CB, CDM",195,300,69
223694,E. Marxen,CB,13,1788,65
260814,E. Sevikyan,"CAM, RM, ST, CM",3,1874,67
276438,K. Conteh,"CDM, CM",138,1962,63
214747,D. Orellana,"CDM, RB, RM, CM",55,112531,61
243932,D. Philipp,"CAM, RM, ST, CM",21,33,63
254941,L. Casiani,"RB, RM",61,114611,65
203002,Kim Kee-Hee,CB,167,111144,68
279546,L. Castledine,"CAM, CM",14,1939,62
76031,N. Swider,"CDM, CM",21,23,60
242690,S. Graves,"CB, RB",13,1914,68
246276,Joaquín,"LM, ST, LW",45,573,69
223751,G. Jung,CB,21,101020,67
226583,S. Papagiannopoulos,CB,46,433,71
225053,L. Rose,"CDM, CM, RB",195,114604,61
233767,S. Alakouch,"RB, RM",129,111817,65
274734,C. Petro,"CB, CDM, CM",125,110752,63
267849,T. O'Reilly,"RM, CAM, RW",14,121,61
72267,João Rego,"CAM, RM, CM",38,234,67
235854,Léo Santos,CB,54,1891,67
259920,A. Lindahl,"RB, LM, RM",46,1870,64
79187,Tomy Carbonell,"CM, CDM",45,110711,63
241239,Lin Liangming,"LW, LM, RW",155,111768,67
243293,Y. Leliendal,"LB, LM",92,645,67
220523,Y. Mina,CB,56,1842,77
252017,F. Daniliuc,"CB, RB, RM",4,896,72
206198,D. Heintz,"CB, LB, LM",21,31,73
246136,A. O'Reilly,"CM, CDM, CAM",25,445,62
78974,Diogo Martins,"CAM, CM",38,717,67
246911,F. Sjølstad,CB,36,1756,66
277377,C. Micovschi,"LW, LM, RM",39,310,64
244871,J. Randall,"CAM, CM",14,4,67
71059,M. Johnsgård,"CM, CAM",36,1756,61
245652,M. Gueye,ST,136,3,69
219293,M. Helik,CB,37,1951,70
223902,T. Pett,CM,14,1920,60
204211,P. Papp,CB,39,110078,67
223157,A. Novakovich,ST,95,110740,66
257725,D. Oancea,"RB, LB, RM",39,100759,64
256705,J. Elvedi,CB,47,29,69
257473,M. Fornalczyk,"LW, LM, CAM",37,301,69
73934,Rubén López,"CM, LB",45,242,62
279502,M. Diakité,"CDM, CM",126,1968,65
233946,Tong Lei,"RB, RM",155,112163,62
266210,G. Molloy,CB,25,77,65
80098,T. Perrotta,ST,52,110404,63
242658,A. Björnström,"LB, LM",46,112126,63
264677,C. Conn-Clarke,"CAM, RM, LM, CM",35,1938,63
72936,C. Kabongo,ST,12,110468,68
200425,M. te Wierik,"CB, RB",34,100634,65
258547,L. Lokotsch,ST,21,531,65
251381,P. Keny,"ST, RW, LM, RM",136,894,67
231185,G. Osho,CB,133,1961,73
237586,A. Dossena,CB,27,1745,73
274724,V. Kabaev,"LM, CAM, RW, LW",49,101047,70
78642,I. Akintunde Alani,CM,133,462,62
210482,S. Piesinger,"CDM, CM",4,111822,66
235059,L. Thomas,"RM, RW",14,1962,66
262709,M. Bokele,"CB, RB, RM",103,101026,68
209210,A. Grant,CB,195,111400,71
234300,L. Lappalainen,"LM, LB, LW",17,687,65
77124,B. Perry,"CDM, CM",14,1935,60
79444,D. McCoy-Splatt,"CM, CAM",82,112259,58
279922,T. Verón,"RW, ST, RM",52,322,66
228732,H. Moukoudi,CB,103,278,76
246666,N. Katterbach,"LB, RM, LM",21,28,68
243602,S. M'Bakata,"RB, LB, RM",18,110776,67
277411,T. Hernes,CM,36,1915,61
81320,N. Fernandez,"CAM, LW, CM",7,247,60
238765,J. Brandon,"RB, RM, RW",42,82,62
251580,Seo Jin Su,"ST, RW, LW, CAM",167,980,65
277456,O. Kashchuk,"RW, RM, LM",49,113888,67
200672,Zhang Linpeng,"CB, RB",155,112540,62
199393,N. Pallois,CB,18,379,73
238059,D. Kemp,"CAM, RM, CM",14,361,66
279816,F. Nicola,"LM, CM, LW",60,111708,65
230415,Lourival Dinisco,CB,54,111052,71
270352,M. Achi,CM,18,111659,61
270866,Y. Chermiti,ST,38,86,71
253715,D. Sarmiento,"RM, LM, RW",52,111715,66
77592,W. Nowak,"CAM, CM",37,1569,64
80665,J. Mensah,"CM, CAM",21,32,61
237337,T. Verlinden,"LM, CAM, LW",7,100087,70
264477,D. Tait,"CM, CDM",42,79,60
269599,J. Gauto,"LM, RM, CM, LW",52,896,66
71727,H. Skoglund,RB,46,708,68
229175,N. Kijewski,"LB, LM",21,110501,65
238656,S. Tigges,ST,21,10030,67
265545,B. Mouazan,"CAM, ST, CM",18,1805,64
276309,A. Larose,"RM, RW",18,115494,69
269915,L. Pastrán,"LM, LW",52,110986,66
234843,M. Leitsch,CB,21,169,72
264297,V. Egeli,"LB, RB, CDM, LM",36,1757,64
74885,M. Bamba,"CDM, CM",108,1888,65
257676,I. Mammini,"ST, CAM, CM",52,101084,66
219536,I. Pussetto,ST,52,110093,70
258977,E. Mahmoud,"RM, LM, RW",18,1786,67
246195,C. Elliot,"RB, RM",198,131739,62
242366,T. Sang,"RB, CB, RM",14,127,62
226495,Sergio Santos,"ST, CAM",54,698,67
224962,M. Al Kuwaykibi,"RM, RW",183,112393,66
80067,K. Merah,"CAM, CM",18,66,66
261325,M. Dean,ST,14,674,67
239581,R. Dugalić,CB,51,131487,72
266462,F. Bassey,ST,133,1874,66
236533,R. Glatzel,ST,21,28,73
77051,N. Retamar,"ST, RM",52,111020,68
273915,N. Štulić,ST,51,347,72
266496,Min Gyeong Hyeon,"CM, LM, LB",167,2055,62
74515,D. de la Cruz,"RB, RM",57,110986,66
271384,D. Beljo,ST,10,211,73
219467,B. Halliday,"RB, RM",14,1804,64
263756,R. Márquez,"LM, RM, LW",52,112689,67
270676,S. Mills,"RM, RW",14,1951,66
223578,Mata,"ST, CAM",45,472,65
78686,Felipe Andrade,"LB, CB, LM",54,698,68
74087,Mikel Goti,"CAM, LM, RM, CM",45,457,67
247913,L. Miller,"RB, CB, RM",195,3,66
239476,S. Ingolitsch,"RB, RM",4,15009,66
198776,J. Williams,"CM, CAM, LM",50,1802,59
269950,M. Holíček,"CM, CAM",43,121,59
221567,Sim Sang Min,"LB, LM",167,112258,61
182411,Yu Hanchao,"LM, RM, CM, LW",155,110955,61
224675,Zhong Jinbao,"CM, LM, CDM",155,116361,60
275620,A. Daho,"LM, LW",18,111276,60
252587,R. Darcy,"CAM, CM, RM",14,1924,63
72624,C. Toma,"LB, LM",39,131459,63
243643,E. Henderson,"CAM, CM, RM",42,1933,63
273090,M. Mendoza,"CB, RB",52,111706,70
233926,Léo Duarte,"CB, RB",54,101014,75
267744,Z. Obiero,"CM, CAM, CDM",120,1958,60
254692,E. Colley,"LW, CM, RW, LM",116,900,66
250855,S. Jørgensen,"RM, LM, RW",13,271,68
79090,L. Meazzi,"CM, CAM",27,200,64
77559,I. Feingold,"RB, RM, LB",26,691,62
239096,A. Karazor,"CDM, CM",48,36,76
239097,D. Srbeny,"ST, CAM",21,165,67
230410,Natinho Mestres,"RM, RW",54,598,70
72974,L. Hyryläinen,"CDM, CM",17,110588,66
228366,M. Gillesphey,CB,14,89,66
215581,J. Łukowski,"LM, RM, LW",37,110206,63
208432,T. Pettersson,CB,46,112072,68
75318,A. Ouattara,"RM, LM, RW",108,76,68
271933,G. Morales,ST,52,113044,69
275520,Manu Bueno,"CM, CAM, CDM",45,481,65
259194,J. Tugbenyo,CM,21,1825,61
279427,C. Wang,"RB, RM",195,114023,58
275090,L. Villiger,ST,47,897,68
279702,S. El Mourabet,CM,129,76,66
257174,M. Servais,"CAM, RM, LM, CM",7,110724,64
211096,M. Fraser,"CB, RB, RM",42,100805,65
244891,M. Żyro,CB,37,301,68
208806,M. Fox,"CB, LB, LM",50,1917,68
241094,R. Rivas,"RM, LM, RW",81,101032,66
220872,G. Kiltie,"LW, ST, LM",42,82,64
240335,B. Jacobsen,"CDM, CM, CB",13,487,63
230865,A. Luciatti,"CB, LB",52,112716,70
237524,S. Kaba,ST,118,100087,67
77013,S. Villarreal,"LM, CAM, LW",52,101084,61
277465,I. Babadi,"CAM, CM, LW",34,230,67
260826,R. Cabral,"LM, LW",52,111711,70
243173,Kim Jun Bum,"CM, CAM, CDM",167,980,65
222192,Sun Guowen,"LB, RB, LM",155,112163,60
215026,P. Magnín,"ST, CAM, CM",52,112713,68
277501,P. Dahl,"LM, LW",36,254,66
254230,S. Abdulai,"CM, CDM",117,717,62
200471,D. Chima Chukwu,"ST, LW, RW, LM",133,113297,65
212248,F. Lohkemper,ST,21,110532,67
245790,Paulinho Bóia,"LM, LW, RW",54,1891,68
79908,D. Gui,"CM, RM",108,717,60
198437,T. Bradshaw,ST,50,1951,67
264745,O. Enersen,"LW, LM",36,922,63
252225,K. Kubica,"CDM, CM",37,112510,64
73045,F. Ruocco,"LM, LW",27,111433,68
224616,Li Shenglong,"ST, RW",155,112540,60
238703,A. Brorsson,CB,46,111811,66
215168,J. Garro,"ST, RM, RW",52,114598,67
279942,Guilherme Biro,"LB, CB",54,114161,65
234631,S. Grønning,ST,13,166,68
219787,A. Mosquera,"CB, RB, RM",56,101099,69
259215,F. Mendy,CB,136,1795,71
266136,Peter,"RM, LM, RW",207,462,71
273560,M. Rocha,"CB, RB, RM",60,112513,66
271002,C. Üstündag,"CDM, CM, RM",4,111339,63
73118,J. Blagaić,"CAM, RM, RW, CM",10,100759,62
273573,M. Healy,"CDM, CM, CB",25,306,63
267942,T. Campbell,"LM, LW, ST",82,89,65
208047,Kim In Sung,"RM, ST, LM, RW",167,1474,66
235442,S. Ngezana,CB,140,100761,73
262071,N. Ngoy,"CB, RB",7,65,69
244413,M. Pfeifer,"LB, LM",4,33,69
254143,N. Pijnaker,CB,198,131739,67
253911,D. Saggiomo,"CAM, RW, LW, CM",61,110990,66
261352,N. Laméndola,"LM, RM, LW",52,111708,61
71672,K. Kosugi,"LB, LM",163,710,70
276235,F. Mughe,"RM, RW",103,219,63
258315,B. Arrey-Mbi,"CB, LB",21,1896,71
231948,B. Hines-Ike,CB,95,114161,65
75533,K. Alajbegović,"LM, CAM, LW",8,191,63
268306,C. Congreve,"LM, RW, LW",50,180,62
258834,G. Koutsias,ST,22,10032,66
274197,F. Gelli,"CM, CAM",27,111657,67
209973,J. Nsame,"ST, CAM",103,1871,68
230209,Hugo Goiteira,CB,54,568,74
263259,I. Bronkhorst,"RB, RM",34,1971,66
278895,J. Luker,"RM, ST, RW",14,1937,61
242291,K. Brünker,ST,21,523,66
266615,D. Kerr,"ST, RM, CM, RW",70,111651,61
255868,Heo Yul,"ST, CB, CAM",167,1473,63
72070,D. O'Brien-Brady,"CDM, CAM, CM",14,1938,60
80026,M. Mitrović,CM,51,1887,65
201122,T. Kalas,CB,12,34,68
230839,Z. Jules,CB,42,1797,65
261815,M. Bangré,"RM, CM, RW",101,1805,64
266173,V. Larsson,"RB, CB",46,112126,65
277194,Newerton,"LW, LM",54,101059,70
266453,Gonçalo Borges,"RW, LW, RM",38,246,72
257776,L. Gordon,"LB, LM",79,1928,64
194077,V. Sarı,CB,48,741,67
179752,Ó. Cardozo,ST,58,111008,71
235849,M. Fofana,CB,126,691,70
279627,S. Bouabré,"LM, CAM, LW",18,131798,64
254289,T. Căpușă,"CB, RB, RM",39,114147,67
255572,Meléndez,"CM, CDM",45,1854,65
269397,L. Hey,CB,13,229,68
73307,Bruninho,"LW, RW, CAM, LM",54,1750,67
264288,Alexandre Penetra,"CB, RB",38,1906,74
229487,L. Klünter,"CB, RB, RM",21,110532,65
244079,B. Kolgeci,CB,219,110678,63
251764,D. Michalski,CB,37,110749,66
237440,H. Delcroix,"CB, LB",7,1796,71
278403,Herzog,CB,45,472,71
240008,A. Papadopoulos,CB,21,10032,71
224142,C. Henao,CB,56,112992,69
255891,B. Šutalo,CB,10,110747,69
276372,I. Ansah,"ST, CAM, LW, CM",21,1831,69
73366,N. Campbell,"RM, CAM, RW",82,1786,66
271772,F. Massri,"CM, LB",55,110977,61
275101,B. Kamungo,"LM, RM, RW, LW",95,695,64
221855,Liu Binbin,"RM, RW, LM",155,111724,60
71330,T. Mykhavko,CB,49,101047,70
256439,C. Johnston,"RB, LB",35,1938,61
248508,M. Skrzypczak,CB,37,873,72
234687,A. Kabacalman,"CDM, CM",47,110770,67
71912,Hodei,"LB, LM",45,467,67
227561,S. Buș,ST,39,114147,61
264176,Kevin Medina,"LW, LM",45,1867,68
243442,E. Aiwu,CB,4,209,68
262645,F. Christensen,"LM, LB, LW",13,487,63
80630,E. Rao,"LW, LM",27,1848,65
216582,D. Maderner,ST,4,2015,66
279840,B. Bosch,"RM, RW",52,112689,64
256040,H. Haugen,"RB, RM",36,300,64
271937,D. Drachal,"CAM, CM, RM",37,110745,64
189776,M. Watkins,ST,50,82,65
235345,G. Iancu,"ST, RW, CAM",39,110075,62
276822,S. López,"LW, ST, RM, LM",52,110580,65
260972,T. Ali,"LM, RM, ST, LW",46,320,68
71279,Lucas Terrer,"CM, CDM, RM",45,244,61
233078,P. Sabbag,ST,186,112558,70
79782,R. Auzmendi,ST,52,110404,66
244394,Clemente,"LB, CB",45,472,67
72619,I. Coadă,"CDM, CM, CB",39,131459,63
266158,Estanis Pedrola,"LM, RM, RW, LW",45,1837,69
275126,Aleix Garrido,"CM, CDM",45,467,66
236735,Josué Dorrio,"RM, LM, RW",45,573,65
243906,U. Nissilä,"CAM, RM, CM",17,,64
205019,J. Caprice,"RB, RM",14,1920,62
248812,Y. Ackah,"CDM, CM, CB",117,101020,66
272624,P. Reinhardsen,"RB, LB, RM",36,112199,63
247027,Ruan,"RM, RB, RW",54,101026,65
252675,J. Dawa,CB,103,100761,70
279056,M. Neffati,"RB, RM, RW",145,702,63
259093,F. Bonifazi,"LB, LM",60,115536,66
242714,C. Mueller,"LM, RM, LW",95,693,67
275487,B. Akinsola,"LM, RM, ST, LW",133,131463,68
200752,Juan Jesus,CB,54,48,74
236342,N. Mileusnić,"RW, ST, RM",195,111766,60
254774,J. Domínguez,"CM, CDM",58,101108,68
255033,D. Nealis,"RB, CB, RM",95,689,66
273978,J. Dunsby,"LM, RM, LW",36,1757,67
80706,D. Moubeke,CM,103,110832,60
264009,Y. Gurfinkel,"LB, LM",26,116360,66
71242,C. Solano,"LM, LW",57,110981,66
251724,T. Agarwal,"LM, LB, LW",159,132681,58
277584,J. Colwill,"CAM, CM",50,1961,62
242769,S. Vines,"LB, LM",95,694,69
241005,J. Ardaiz,ST,60,112713,64
74871,Arthur Chaves,CB,54,10029,74
246647,L. Hetemi,"CM, CDM",1,822,63
257916,M. Schroers,"LW, LM",21,1826,63
191871,Lee Yong Rae,"CM, CDM",167,2056,60
260994,O. Mendy,"LM, RM, ST, LW",18,132231,62
221827,T. Dierßen,"CM, CDM",21,110678,59
261766,A. Hountondji,ST,99,110329,69
204936,J. Egan,CB,25,1952,72
80521,K. Prieto,"RM, RB, RW",60,114510,63
274830,M. Gurgul,LB,37,873,67
224915,S. Wright,"RM, RW, LM",42,88,69
235684,Y. Rak,CB,60,113044,71
229800,R. Sharahili,"CDM, CM",183,113217,63
232106,J. Gabriel,"RB, RM",14,1928,66
223159,R. Dickie,CB,14,1919,73
258489,C. Terho,"RM, LM, RB",17,100087,66
239550,A. Gravillon,CB,18,200,70
72138,M. Ifnaoui,"CAM, RM, CM",18,294,67
273610,A. Ferrari,"ST, RW, RM",60,680,67
75734,A. Bamba,"CDM, CM",18,69,65
279519,T. Chirewa,"LM, CAM, RM, LB",148,110,64
242917,L. Chávez,"RM, ST, RW",52,111707,65
212204,B. Mechele,CB,7,231,76
230897,B. Hanlan,ST,14,142,63
231926,T. Clarke,"LM, LB, LW",25,306,60
246015,L. Mago,"CB, LB, LM",61,110989,67
76803,Emersonn,"RW, ST, LW, RM",54,1809,65
277251,A. Morinigo,"LB, LM, LW",52,101108,59
221448,R. Celia,"LB, LM",27,110915,65
260896,G. Onugkha,ST,40,101020,69
232225,J. Serra,ST,21,271,66
264749,M. Madjed,"RM, RW",162,708,66
78144,P. Avena,"LM, LB, CB",27,1843,60
269637,Collado,"ST, RM, CAM",45,15012,65
77144,J. Cabrera,"CAM, CM",60,165,64
276827,A. Kanté,"CDM, CM, CB",108,12,66
77404,J. Moorhouse,"CAM, CM, CDM",25,1958,60
250725,M. Diarra,"CB, LB",126,463,71
270698,Yellu Santiago,"CDM, CM",45,206,68
263020,S. Güler,CB,48,110776,69
265581,H. Steele,"CM, CDM",195,111396,61
276343,A. Hawsawi,CM,183,112393,60
263062,N. Reichmuth,"CAM, CM, RM",47,1715,64
224925,G. Gaudino,"CM, CAM",21,1826,64
264352,M. Hancock,"LB, LM",14,1803,61
236196,Nito Carbelho,"ST, CAM",54,567,64
277419,Jaime Vázquez,"CB, LB",45,450,65
259507,R. Apter,"RM, RW",42,89,66
238516,L. Østigård,CB,36,110556,73
251829,R. Hendriks,"CB, LB",34,36,70
271548,O. Ocheretko,"CAM, CM",49,101059,66
200900,S. Murray,"CM, CAM, CDM",25,422,58
243155,Manu Hernando,CB,45,456,68
243924,M. Drammeh,"CDM, CM",18,110751,62
252643,Park Min Seo,"LB, CB, LM",167,1473,60
258805,H. Ashby,"RB, LB, RM",42,13,64
235513,S. Ganvoula,ST,107,113057,69
275706,B. Beyer,"ST, RM, LM",18,1713,65
257805,C. Vulturar,"CDM, CM",39,310,63
79124,Caio Ferreira,"ST, RW, RM, CAM",54,100759,65
257812,D. Hrezdac,"CDM, CM",39,110750,65
260630,J. Yull,"CM, CDM, RM, CAM",195,111393,60
